listener,sentence,snr,talker,filename
6,63-05,-2.0,NWM083,NWM083_63-05_-2.0.wav
6,01-07,-3.0,NWM081,NWM081_01-07_-3.0.wav
6,14-06,-1.0,NWM082,NWM082_14-06_-1.0.wav
6,15-07,+1.0,NWM084,NWM084_15-07_+1.0.wav
6,04-05,-3.0,NWF002,NWF002_04-05_-3.0.wav
6,02-01,-2.0,NWM082,NWM082_02-01_-2.0.wav
6,08-04,-2.0,NWF137,NWF137_08-04_-2.0.wav
6,16-02,-2.0,NWF002,NWF002_16-02_-2.0.wav
6,28-08,-3.0,NWF009,NWF009_28-08_-3.0.wav
6,14-04,-2.0,NWM081,NWM081_14-04_-2.0.wav
6,23-09,-3.0,NWM079,NWM079_23-09_-3.0.wav
6,22-07,-1.0,NWM055,NWM055_22-07_-1.0.wav
6,15-09,+2.0,NWM085,NWM085_15-09_+2.0.wav
6,22-06,-2.0,NWF144,NWF144_22-06_-2.0.wav
6,27-06,-1.0,NWF002,NWF002_27-06_-1.0.wav
6,18-01,+2.0,NWF009,NWF009_18-01_+2.0.wav
6,61-09,+2.0,NWM081,NWM081_61-09_+2.0.wav
6,56-02,-1.0,NWF133,NWF133_56-02_-1.0.wav
6,50-01,-2.0,NWM084,NWM084_50-01_-2.0.wav
6,45-02,-1.0,NWF143,NWF143_45-02_-1.0.wav
6,46-05,-2.0,NWM078,NWM078_46-05_-2.0.wav
6,51-04,+0.0,NWM086,NWM086_51-04_+0.0.wav
6,67-01,-1.0,NWF008,NWF008_67-01_-1.0.wav
6,07-10,-3.0,NWF136,NWF136_07-10_-3.0.wav
6,27-07,+0.0,NWF003,NWF003_27-07_+0.0.wav
6,28-01,+2.0,NWF008,NWF008_28-01_+2.0.wav
6,06-10,+0.0,NWM007,NWM007_06-10_+0.0.wav
6,13-01,+1.0,NWM079,NWM079_13-01_+1.0.wav
6,23-08,+2.0,NWM079,NWM079_23-08_+2.0.wav
6,11-05,-3.0,NWF144,NWF144_11-05_-3.0.wav
6,45-08,+1.0,NWM055,NWM055_45-08_+1.0.wav
6,51-06,+1.0,NWF002,NWF002_51-06_+1.0.wav
6,31-01,-1.0,NWM086,NWM086_31-01_-1.0.wav
6,40-06,+1.0,NWM004,NWM004_40-06_+1.0.wav
6,17-05,+0.0,NWF004,NWF004_17-05_+0.0.wav
6,45-01,-2.0,NWF142,NWF142_45-01_-2.0.wav
6,18-05,-1.0,NWM004,NWM004_18-05_-1.0.wav
6,41-02,-1.0,NWF135,NWF135_41-02_-1.0.wav
6,18-04,-2.0,NWM002,NWM002_18-04_-2.0.wav
6,48-03,+1.0,NWM081,NWM081_48-03_+1.0.wav
6,24-02,-2.0,NWM080,NWM080_24-02_-2.0.wav
6,10-06,+0.0,NWF140,NWF140_10-06_+0.0.wav
6,34-08,+0.0,NWM055,NWM055_34-08_+0.0.wav
6,10-09,+1.0,NWF142,NWF142_10-09_+1.0.wav
6,06-05,-2.0,NWM004,NWM004_06-05_-2.0.wav
6,55-04,-3.0,NWM005,NWM005_55-04_-3.0.wav
6,08-07,-1.0,NWF139,NWF139_08-07_-1.0.wav
6,34-05,-2.0,NWF143,NWF143_34-05_-2.0.wav
6,17-03,-1.0,NWF003,NWF003_17-03_-1.0.wav
6,68-02,-2.0,NWM005,NWM005_68-02_-2.0.wav
6,12-03,-1.0,NWM077,NWM077_12-03_-1.0.wav
6,34-02,-3.0,NWF142,NWF142_34-02_-3.0.wav
6,71-08,+0.0,NWF142,NWF142_71-08_+0.0.wav
6,56-09,+1.0,NWF136,NWF136_56-09_+1.0.wav
6,36-01,+2.0,NWM078,NWM078_36-01_+2.0.wav
6,58-08,+1.0,NWF144,NWF144_58-08_+1.0.wav
6,05-05,+0.0,NWF008,NWF008_05-05_+0.0.wav
6,56-10,+2.0,NWF137,NWF137_56-10_+2.0.wav
6,18-02,-3.0,NWM001,NWM001_18-02_-3.0.wav
6,22-04,-3.0,NWF143,NWF143_22-04_-3.0.wav
6,25-02,+2.0,NWM084,NWM084_25-02_+2.0.wav
6,24-07,-1.0,NWM081,NWM081_24-07_-1.0.wav
6,55-02,+2.0,NWM004,NWM004_55-02_+2.0.wav
6,67-06,+1.0,NWM001,NWM001_67-06_+1.0.wav
6,68-08,-1.0,NWM007,NWM007_68-08_-1.0.wav
6,46-02,-3.0,NWM077,NWM077_46-02_-3.0.wav
6,66-05,-2.0,NWF004,NWF004_66-05_-2.0.wav
6,60-09,+0.0,NWM079,NWM079_60-09_+0.0.wav
6,52-07,+2.0,NWF003,NWF003_52-07_+2.0.wav
6,67-10,-3.0,NWM004,NWM004_67-10_-3.0.wav
6,22-08,-2.0,NWM085,NWM085_22-08_-2.0.wav
6,39-10,+0.0,NWM002,NWM002_39-10_+0.0.wav
6,37-01,-1.0,NWM080,NWM080_37-01_-1.0.wav
6,22-02,+1.0,NWF140,NWF140_22-02_+1.0.wav
6,11-07,-2.0,NWM055,NWM055_11-07_-2.0.wav
6,30-04,-1.0,NWM002,NWM002_30-04_-1.0.wav
6,23-07,+1.0,NWM078,NWM078_23-07_+1.0.wav
6,13-03,+2.0,NWM080,NWM080_13-03_+2.0.wav
6,39-01,-2.0,NWF009,NWF009_39-01_-2.0.wav
6,31-03,+1.0,NWM005,NWM005_31-03_+1.0.wav
6,23-01,+0.0,NWM077,NWM077_23-01_+0.0.wav
6,62-06,-3.0,NWM082,NWM082_62-06_-3.0.wav
6,70-09,-3.0,NWF137,NWF137_70-09_-3.0.wav
6,72-05,+1.0,NWF143,NWF143_72-05_+1.0.wav
6,49-08,-3.0,NWM083,NWM083_49-08_-3.0.wav
6,50-06,-1.0,NWM085,NWM085_50-06_-1.0.wav
6,42-09,+2.0,NWF139,NWF139_42-09_+2.0.wav
6,71-05,-2.0,NWF139,NWF139_71-05_-2.0.wav
6,36-08,-3.0,NWM078,NWM078_36-08_-3.0.wav
6,19-02,+1.0,NWM007,NWM007_19-02_+1.0.wav
6,71-06,-1.0,NWF140,NWF140_71-06_-1.0.wav
6,70-06,+2.0,NWF136,NWF136_70-06_+2.0.wav
6,04-02,+1.0,NWM085,NWM085_04-02_+1.0.wav
6,65-09,+2.0,NWF002,NWF002_65-09_+2.0.wav
6,30-06,+0.0,NWM004,NWM004_30-06_+0.0.wav
6,34-01,+2.0,NWF140,NWF140_34-01_+2.0.wav
6,64-05,-1.0,NWM084,NWM084_64-05_-1.0.wav
6,06-04,-3.0,NWM002,NWM002_06-04_-3.0.wav
6,67-09,+2.0,NWM002,NWM002_67-09_+2.0.wav
6,27-09,+1.0,NWF004,NWF004_27-09_+1.0.wav
6,05-02,-1.0,NWF004,NWF004_05-02_-1.0.wav
6,25-04,-3.0,NWM085,NWM085_25-04_-3.0.wav
6,37-09,+1.0,NWM082,NWM082_37-09_+1.0.wav
6,19-07,-3.0,NWF135,NWF135_19-07_-3.0.wav
6,04-08,-2.0,NWF003,NWF003_04-08_-2.0.wav
6,49-05,+2.0,NWM082,NWM082_49-05_+2.0.wav
6,22-03,+2.0,NWF142,NWF142_22-03_+2.0.wav
6,59-04,+2.0,NWM055,NWM055_59-04_+2.0.wav
6,33-01,-1.0,NWF136,NWF136_33-01_-1.0.wav
6,56-07,+2.0,NWF004,NWF004_56-07_+2.0.wav
6,70-04,+1.0,NWF135,NWF135_70-04_+1.0.wav
6,26-09,-2.0,NWM086,NWM086_26-09_-2.0.wav
6,67-05,+0.0,NWF009,NWF009_67-05_+0.0.wav
6,53-01,-2.0,NWF008,NWF008_53-01_-2.0.wav
6,31-10,-3.0,NWF133,NWF133_31-10_-3.0.wav
6,72-06,+2.0,NWF144,NWF144_72-06_+2.0.wav
6,12-10,+0.0,NWM078,NWM078_12-10_+0.0.wav
6,25-01,+1.0,NWM083,NWM083_25-01_+1.0.wav
6,39-04,-1.0,NWM001,NWM001_39-04_-1.0.wav
6,32-09,-2.0,NWF135,NWF135_32-09_-2.0.wav
6,15-06,+0.0,NWM083,NWM083_15-06_+0.0.wav
6,65-08,+1.0,NWM086,NWM086_65-08_+1.0.wav
6,07-08,+1.0,NWF133,NWF133_07-08_+1.0.wav
6,18-06,+0.0,NWM005,NWM005_18-06_+0.0.wav
6,05-07,+1.0,NWF009,NWF009_05-07_+1.0.wav
6,34-06,-1.0,NWF144,NWF144_34-06_-1.0.wav
6,60-07,-1.0,NWM078,NWM078_60-07_-1.0.wav
6,60-03,-2.0,NWM077,NWM077_60-03_-2.0.wav
6,45-10,+2.0,NWM077,NWM077_45-10_+2.0.wav
6,57-09,-1.0,NWF142,NWF142_57-09_-1.0.wav
6,45-05,+0.0,NWF144,NWF144_45-05_+0.0.wav
6,02-06,-1.0,NWM083,NWM083_02-06_-1.0.wav
6,58-03,+0.0,NWF143,NWF143_58-03_+0.0.wav
6,31-04,+2.0,NWM007,NWM007_31-04_+2.0.wav
6,55-07,-2.0,NWM007,NWM007_55-07_-2.0.wav
6,10-10,+2.0,NWF143,NWF143_10-10_+2.0.wav
6,65-03,-3.0,NWF008,NWF008_65-03_-3.0.wav
6,13-07,-3.0,NWM080,NWM080_13-07_-3.0.wav
6,33-05,+0.0,NWF137,NWF137_33-05_+0.0.wav
6,40-09,-3.0,NWM007,NWM007_40-09_-3.0.wav
6,37-05,+0.0,NWM081,NWM081_37-05_+0.0.wav
6,04-04,+2.0,NWM086,NWM086_04-04_+2.0.wav
6,57-06,-2.0,NWF140,NWF140_57-06_-2.0.wav
6,53-03,-1.0,NWF009,NWF009_53-03_-1.0.wav
6,59-05,-3.0,NWM055,NWM055_59-05_-3.0.wav
6,44-10,-3.0,NWF140,NWF140_44-10_-3.0.wav
6,56-08,+0.0,NWF135,NWF135_56-08_+0.0.wav
6,47-04,-1.0,NWM079,NWM079_47-04_-1.0.wav
6,20-04,-1.0,NWF137,NWF137_20-04_-1.0.wav
6,08-02,+2.0,NWM083,NWM083_08-02_+2.0.wav
6,40-07,+2.0,NWM005,NWM005_40-07_+2.0.wav
6,06-09,-1.0,NWM005,NWM005_06-09_-1.0.wav
6,47-01,+1.0,NWF003,NWF003_47-01_+1.0.wav
6,07-09,+2.0,NWF135,NWF135_07-09_+2.0.wav
6,06-01,+2.0,NWM001,NWM001_06-01_+2.0.wav
6,64-06,+0.0,NWM085,NWM085_64-06_+0.0.wav
7,33-05,-1.0,NWM004,NWM004_33-05_-1.0.wav
7,05-02,-2.0,NWM083,NWM083_05-02_-2.0.wav
7,59-04,+1.0,NWF137,NWF137_59-04_+1.0.wav
7,03-10,-1.0,NWM078,NWM078_03-10_-1.0.wav
7,53-03,-2.0,NWM085,NWM085_53-03_-2.0.wav
7,65-08,+0.0,NWM080,NWM080_65-08_+0.0.wav
7,71-06,-2.0,NWM007,NWM007_71-06_-2.0.wav
7,30-06,-1.0,NWF003,NWF003_30-06_-1.0.wav
7,36-08,+2.0,NWF140,NWF140_36-08_+2.0.wav
7,05-07,+0.0,NWM085,NWM085_05-07_+0.0.wav
7,22-02,+0.0,NWM007,NWM007_22-02_+0.0.wav
7,45-08,+0.0,NWF137,NWF137_45-08_+0.0.wav
7,27-06,-2.0,NWM081,NWM081_27-06_-2.0.wav
7,56-02,-2.0,NWF009,NWF009_56-02_-2.0.wav
7,02-06,-2.0,NWM077,NWM077_02-06_-2.0.wav
7,47-04,-2.0,NWF142,NWF142_47-04_-2.0.wav
7,56-10,+1.0,NWM004,NWM004_56-10_+1.0.wav
7,34-06,-2.0,NWF136,NWF136_34-06_-2.0.wav
7,23-01,-1.0,NWF139,NWF139_23-01_-1.0.wav
7,39-10,-1.0,NWF002,NWF002_39-10_-1.0.wav
7,22-01,-1.0,NWM005,NWM005_22-01_-1.0.wav
7,06-09,-2.0,NWF004,NWF004_06-09_-2.0.wav
7,56-07,+1.0,NWM083,NWM083_56-07_+1.0.wav
7,22-07,-2.0,NWF137,NWF137_22-07_-2.0.wav
7,60-03,-3.0,NWF139,NWF139_60-03_-3.0.wav
7,14-06,-2.0,NWM055,NWM055_14-06_-2.0.wav
7,47-01,+0.0,NWM082,NWM082_47-01_+0.0.wav
7,07-09,+1.0,NWM001,NWM001_07-09_+1.0.wav
7,49-05,+1.0,NWM055,NWM055_49-05_+1.0.wav
7,11-05,+2.0,NWF136,NWF136_11-05_+2.0.wav
7,16-10,+2.0,NWM078,NWM078_16-10_+2.0.wav
7,63-05,-3.0,NWM077,NWM077_63-05_-3.0.wav
7,04-04,+1.0,NWM080,NWM080_04-04_+1.0.wav
7,25-01,+0.0,NWM077,NWM077_25-01_+0.0.wav
7,45-05,-1.0,NWF136,NWF136_45-05_-1.0.wav
7,36-10,-3.0,NWF142,NWF142_36-10_-3.0.wav
7,17-06,+0.0,NWM084,NWM084_17-06_+0.0.wav
7,18-02,+2.0,NWM086,NWM086_18-02_+2.0.wav
7,39-01,-3.0,NWM085,NWM085_39-01_-3.0.wav
7,15-09,+1.0,NWM079,NWM079_15-09_+1.0.wav
7,46-05,-3.0,NWF140,NWF140_46-05_-3.0.wav
7,10-10,+1.0,NWF135,NWF135_10-10_+1.0.wav
7,40-09,+2.0,NWF008,NWF008_40-09_+2.0.wav
7,08-07,-2.0,NWM005,NWM005_08-07_-2.0.wav
7,13-01,+0.0,NWF142,NWF142_13-01_+0.0.wav
7,34-05,-3.0,NWF135,NWF135_34-05_-3.0.wav
7,51-06,+0.0,NWM081,NWM081_51-06_+0.0.wav
7,62-06,+2.0,NWM055,NWM055_62-06_+2.0.wav
7,34-08,-1.0,NWF137,NWF137_34-08_-1.0.wav
7,12-10,-1.0,NWF140,NWF140_12-10_-1.0.wav
7,34-02,+2.0,NWF133,NWF133_34-02_+2.0.wav
7,11-07,-3.0,NWF137,NWF137_11-07_-3.0.wav
7,70-04,+0.0,NWM001,NWM001_70-04_+0.0.wav
7,06-04,+2.0,NWF002,NWF002_06-04_+2.0.wav
7,27-09,+0.0,NWM083,NWM083_27-09_+0.0.wav
7,68-02,-3.0,NWF004,NWF004_68-02_-3.0.wav
7,52-10,+2.0,NWM083,NWM083_52-10_+2.0.wav
7,04-05,+2.0,NWM081,NWM081_04-05_+2.0.wav
7,71-05,-3.0,NWM005,NWM005_71-05_-3.0.wav
7,34-01,+1.0,NWM007,NWM007_34-01_+1.0.wav
7,52-07,+1.0,NWM082,NWM082_52-07_+1.0.wav
7,60-10,+0.0,NWF143,NWF143_60-10_+0.0.wav
7,31-01,-2.0,NWM080,NWM080_31-01_-2.0.wav
7,51-04,-1.0,NWM080,NWM080_51-04_-1.0.wav
7,44-10,+2.0,NWM007,NWM007_44-10_+2.0.wav
7,72-06,+1.0,NWF136,NWF136_72-06_+1.0.wav
7,72-05,+0.0,NWF135,NWF135_72-05_+0.0.wav
7,58-08,+0.0,NWF136,NWF136_58-08_+0.0.wav
7,32-09,-3.0,NWM001,NWM001_32-09_-3.0.wav
7,04-02,+0.0,NWM079,NWM079_04-02_+0.0.wav
7,31-04,+1.0,NWF008,NWF008_31-04_+1.0.wav
7,57-02,+2.0,NWM005,NWM005_57-02_+2.0.wav
7,07-10,+2.0,NWM002,NWM002_07-10_+2.0.wav
7,50-06,-2.0,NWM079,NWM079_50-06_-2.0.wav
7,48-03,+0.0,NWF144,NWF144_48-03_+0.0.wav
7,45-01,-3.0,NWF133,NWF133_45-01_-3.0.wav
7,30-02,-3.0,NWM086,NWM086_30-02_-3.0.wav
7,25-02,+1.0,NWM078,NWM078_25-02_+1.0.wav
7,65-09,+1.0,NWM081,NWM081_65-09_+1.0.wav
7,67-01,-2.0,NWM084,NWM084_67-01_-2.0.wav
7,19-02,+0.0,NWF008,NWF008_19-02_+0.0.wav
7,05-05,-1.0,NWM084,NWM084_05-05_-1.0.wav
7,15-06,-1.0,NWM077,NWM077_15-06_-1.0.wav
7,67-10,+2.0,NWF003,NWF003_67-10_+2.0.wav
7,53-01,-3.0,NWM084,NWM084_53-01_-3.0.wav
7,23-07,+0.0,NWF140,NWF140_23-07_+0.0.wav
7,10-06,-1.0,NWM007,NWM007_10-06_-1.0.wav
7,40-10,-3.0,NWF009,NWF009_40-10_-3.0.wav
7,71-08,-1.0,NWF133,NWF133_71-08_-1.0.wav
7,67-09,+1.0,NWF002,NWF002_67-09_+1.0.wav
7,06-10,-1.0,NWF008,NWF008_06-10_-1.0.wav
7,57-06,-3.0,NWM007,NWM007_57-06_-3.0.wav
7,18-05,-2.0,NWF003,NWF003_18-05_-2.0.wav
7,66-05,-3.0,NWM083,NWM083_66-05_-3.0.wav
7,49-08,+2.0,NWM077,NWM077_49-08_+2.0.wav
7,45-02,-2.0,NWF135,NWF135_45-02_-2.0.wav
7,64-06,-1.0,NWM079,NWM079_64-06_-1.0.wav
7,24-07,-2.0,NWF144,NWF144_24-07_-2.0.wav
7,06-05,-3.0,NWF003,NWF003_06-05_-3.0.wav
7,34-10,+0.0,NWF139,NWF139_34-10_+0.0.wav
7,18-06,-1.0,NWF004,NWF004_18-06_-1.0.wav
7,70-09,+2.0,NWM004,NWM004_70-09_+2.0.wav
7,27-07,-1.0,NWM082,NWM082_27-07_-1.0.wav
7,67-06,+0.0,NWM086,NWM086_67-06_+0.0.wav
7,58-03,-1.0,NWF135,NWF135_58-03_-1.0.wav
7,23-08,+1.0,NWF142,NWF142_23-08_+1.0.wav
7,68-08,-2.0,NWF008,NWF008_68-08_-2.0.wav
7,19-07,+2.0,NWM001,NWM001_19-07_+2.0.wav
7,55-01,+0.0,NWF002,NWF002_55-01_+0.0.wav
7,02-01,-3.0,NWM055,NWM055_02-01_-3.0.wav
7,30-04,-2.0,NWF002,NWF002_30-04_-2.0.wav
7,17-03,-2.0,NWM082,NWM082_17-03_-2.0.wav
7,13-07,+2.0,NWF143,NWF143_13-07_+2.0.wav
7,14-04,-3.0,NWF144,NWF144_14-04_-3.0.wav
7,41-08,-1.0,NWM002,NWM002_41-08_-1.0.wav
7,38-02,-1.0,NWM081,NWM081_38-02_-1.0.wav
7,24-09,-1.0,NWM055,NWM055_24-09_-1.0.wav
7,19-06,+1.0,NWF009,NWF009_19-06_+1.0.wav
7,41-09,+0.0,NWM004,NWM004_41-09_+0.0.wav
7,40-06,+0.0,NWF003,NWF003_40-06_+0.0.wav
7,40-07,+1.0,NWF004,NWF004_40-07_+1.0.wav
7,46-02,+2.0,NWF139,NWF139_46-02_+2.0.wav
7,66-01,+2.0,NWM082,NWM082_66-01_+2.0.wav
7,23-09,+2.0,NWF142,NWF142_23-09_+2.0.wav
7,28-08,+2.0,NWM085,NWM085_28-08_+2.0.wav
7,42-09,+1.0,NWM005,NWM005_42-09_+1.0.wav
7,28-01,+1.0,NWM084,NWM084_28-01_+1.0.wav
7,57-09,-2.0,NWF133,NWF133_57-09_-2.0.wav
7,16-02,-3.0,NWM081,NWM081_16-02_-3.0.wav
7,59-05,+2.0,NWF137,NWF137_59-05_+2.0.wav
7,08-04,-3.0,NWM004,NWM004_08-04_-3.0.wav
7,41-02,-2.0,NWM001,NWM001_41-02_-2.0.wav
7,37-01,-2.0,NWF143,NWF143_37-01_-2.0.wav
7,33-08,+0.0,NWM005,NWM005_33-08_+0.0.wav
7,56-09,+0.0,NWM002,NWM002_56-09_+0.0.wav
7,64-05,-2.0,NWM078,NWM078_64-05_-2.0.wav
7,37-09,+0.0,NWM055,NWM055_37-09_+0.0.wav
7,50-01,-3.0,NWM078,NWM078_50-01_-3.0.wav
7,07-08,+0.0,NWF009,NWF009_07-08_+0.0.wav
7,70-02,-1.0,NWF009,NWF009_70-02_-1.0.wav
7,67-05,-1.0,NWM085,NWM085_67-05_-1.0.wav
7,39-04,-2.0,NWM086,NWM086_39-04_-2.0.wav
7,61-09,+1.0,NWF144,NWF144_61-09_+1.0.wav
7,01-07,+2.0,NWF144,NWF144_01-07_+2.0.wav
7,33-01,-2.0,NWM002,NWM002_33-01_-2.0.wav
7,06-01,+1.0,NWM086,NWM086_06-01_+1.0.wav
7,12-03,-2.0,NWF139,NWF139_12-03_-2.0.wav
7,55-02,+1.0,NWF003,NWF003_55-02_+1.0.wav
7,10-09,+0.0,NWF133,NWF133_10-09_+0.0.wav
7,04-08,-3.0,NWM082,NWM082_04-08_-3.0.wav
7,20-04,-2.0,NWM004,NWM004_20-04_-2.0.wav
7,60-09,-1.0,NWF142,NWF142_60-09_-1.0.wav
7,24-02,-3.0,NWF143,NWF143_24-02_-3.0.wav
7,18-01,+1.0,NWM085,NWM085_18-01_+1.0.wav
7,55-04,+2.0,NWF004,NWF004_55-04_+2.0.wav
7,65-03,+2.0,NWM084,NWM084_65-03_+2.0.wav
7,19-10,-3.0,NWM002,NWM002_19-10_-3.0.wav
7,70-06,+1.0,NWM002,NWM002_70-06_+1.0.wav
7,08-02,+1.0,NWM077,NWM077_08-02_+1.0.wav
7,18-04,-3.0,NWF002,NWF002_18-04_-3.0.wav
7,36-01,+1.0,NWF140,NWF140_36-01_+1.0.wav
7,56-08,-1.0,NWM001,NWM001_56-08_-1.0.wav
7,53-09,-1.0,NWM086,NWM086_53-09_-1.0.wav
7,48-01,-1.0,NWF143,NWF143_48-01_-1.0.wav
7,31-03,+0.0,NWF004,NWF004_31-03_+0.0.wav
7,26-09,-3.0,NWM080,NWM080_26-09_-3.0.wav
7,22-03,+1.0,NWF133,NWF133_22-03_+1.0.wav
7,60-07,-2.0,NWF140,NWF140_60-07_-2.0.wav
7,22-08,-3.0,NWM079,NWM079_22-08_-3.0.wav
7,25-04,+2.0,NWM079,NWM079_25-04_+2.0.wav
7,16-01,+2.0,NWM080,NWM080_16-01_+2.0.wav
7,13-03,+1.0,NWF143,NWF143_13-03_+1.0.wav
7,22-06,-3.0,NWF136,NWF136_22-06_-3.0.wav
7,17-05,-1.0,NWM083,NWM083_17-05_-1.0.wav
7,22-04,+2.0,NWF135,NWF135_22-04_+2.0.wav
7,37-05,-1.0,NWF144,NWF144_37-05_-1.0.wav
7,55-07,-3.0,NWF008,NWF008_55-07_-3.0.wav
7,45-10,+1.0,NWF139,NWF139_45-10_+1.0.wav
7,15-07,+0.0,NWM078,NWM078_15-07_+0.0.wav
7,31-10,+2.0,NWF009,NWF009_31-10_+2.0.wav
8,45-02,-3.0,NWM001,NWM001_45-02_-3.0.wav
8,45-05,-2.0,NWM002,NWM002_45-05_-2.0.wav
8,40-07,+0.0,NWM083,NWM083_40-07_+0.0.wav
8,24-07,-3.0,NWF136,NWF136_24-07_-3.0.wav
8,60-07,-3.0,NWM007,NWM007_60-07_-3.0.wav
8,22-08,+2.0,NWF142,NWF142_22-08_+2.0.wav
8,26-09,+2.0,NWF143,NWF143_26-09_+2.0.wav
8,36-08,+1.0,NWM007,NWM007_36-08_+1.0.wav
8,25-01,-1.0,NWF139,NWF139_25-01_-1.0.wav
8,15-06,-2.0,NWF139,NWF139_15-06_-2.0.wav
8,12-03,-3.0,NWM005,NWM005_12-03_-3.0.wav
8,32-09,+2.0,NWM086,NWM086_32-09_+2.0.wav
8,56-09,-1.0,NWF002,NWF002_56-09_-1.0.wav
8,72-05,-1.0,NWM001,NWM001_72-05_-1.0.wav
8,22-01,-2.0,NWF004,NWF004_22-01_-2.0.wav
8,04-05,+1.0,NWF144,NWF144_04-05_+1.0.wav
8,18-01,+0.0,NWM079,NWM079_18-01_+0.0.wav
8,62-06,+1.0,NWF137,NWF137_62-06_+1.0.wav
8,10-06,-2.0,NWF008,NWF008_10-06_-2.0.wav
8,65-03,+1.0,NWM078,NWM078_65-03_+1.0.wav
8,48-01,-2.0,NWF135,NWF135_48-01_-2.0.wav
8,51-06,-1.0,NWF144,NWF144_51-06_-1.0.wav
8,19-06,+0.0,NWM085,NWM085_19-06_+0.0.wav
8,16-02,+2.0,NWF144,NWF144_16-02_+2.0.wav
8,08-04,+2.0,NWF003,NWF003_08-04_+2.0.wav
8,53-09,-2.0,NWM080,NWM080_53-09_-2.0.wav
8,17-05,-2.0,NWM077,NWM077_17-05_-2.0.wav
8,71-06,-3.0,NWF008,NWF008_71-06_-3.0.wav
8,34-01,+0.0,NWF008,NWF008_34-01_+0.0.wav
8,07-10,+1.0,NWF002,NWF002_07-10_+1.0.wav
8,22-02,-1.0,NWF008,NWF008_22-02_-1.0.wav
8,19-10,+2.0,NWF002,NWF002_19-10_+2.0.wav
8,07-08,-1.0,NWM085,NWM085_07-08_-1.0.wav
8,02-01,+2.0,NWF137,NWF137_02-01_+2.0.wav
8,18-05,-3.0,NWM082,NWM082_18-05_-3.0.wav
8,18-02,+1.0,NWM080,NWM080_18-02_+1.0.wav
8,56-07,+0.0,NWM077,NWM077_56-07_+0.0.wav
8,22-04,+1.0,NWM001,NWM001_22-04_+1.0.wav
8,57-06,+2.0,NWF008,NWF008_57-06_+2.0.wav
8,47-04,-3.0,NWF133,NWF133_47-04_-3.0.wav
8,65-09,+0.0,NWF144,NWF144_65-09_+0.0.wav
8,39-10,-2.0,NWM081,NWM081_39-10_-2.0.wav
8,34-10,-1.0,NWM005,NWM005_34-10_-1.0.wav
8,46-05,+2.0,NWM007,NWM007_46-05_+2.0.wav
8,31-04,+0.0,NWM084,NWM084_31-04_+0.0.wav
8,15-09,+0.0,NWF142,NWF142_15-09_+0.0.wav
8,11-05,+1.0,NWM002,NWM002_11-05_+1.0.wav
8,05-02,-3.0,NWM077,NWM077_05-02_-3.0.wav
8,04-04,+0.0,NWF143,NWF143_04-04_+0.0.wav
8,70-06,+0.0,NWF002,NWF002_70-06_+0.0.wav
8,42-09,+0.0,NWF004,NWF004_42-09_+0.0.wav
8,02-06,-3.0,NWF139,NWF139_02-06_-3.0.wav
8,45-08,-1.0,NWM004,NWM004_45-08_-1.0.wav
8,31-03,-1.0,NWM083,NWM083_31-03_-1.0.wav
8,23-09,+1.0,NWF133,NWF133_23-09_+1.0.wav
8,01-07,+1.0,NWF136,NWF136_01-07_+1.0.wav
8,03-10,-2.0,NWF140,NWF140_03-10_-2.0.wav
8,60-09,-2.0,NWF133,NWF133_60-09_-2.0.wav
8,68-08,-3.0,NWM084,NWM084_68-08_-3.0.wav
8,64-06,-2.0,NWF142,NWF142_64-06_-2.0.wav
8,13-01,-1.0,NWF133,NWF133_13-01_-1.0.wav
8,30-02,+2.0,NWM080,NWM080_30-02_+2.0.wav
8,59-04,+0.0,NWM004,NWM004_59-04_+0.0.wav
8,14-04,+2.0,NWF136,NWF136_14-04_+2.0.wav
8,05-07,-1.0,NWM079,NWM079_05-07_-1.0.wav
8,31-01,-3.0,NWF143,NWF143_31-01_-3.0.wav
8,50-01,+2.0,NWF140,NWF140_50-01_+2.0.wav
8,30-06,-2.0,NWM082,NWM082_30-06_-2.0.wav
8,72-06,+0.0,NWM002,NWM002_72-06_+0.0.wav
8,27-09,-1.0,NWM077,NWM077_27-09_-1.0.wav
8,22-03,+0.0,NWF009,NWF009_22-03_+0.0.wav
8,58-03,-2.0,NWM001,NWM001_58-03_-2.0.wav
8,08-02,+0.0,NWF139,NWF139_08-02_+0.0.wav
8,33-05,-2.0,NWF003,NWF003_33-05_-2.0.wav
8,30-04,-3.0,NWM081,NWM081_30-04_-3.0.wav
8,36-10,+2.0,NWF133,NWF133_36-10_+2.0.wav
8,40-10,+2.0,NWM085,NWM085_40-10_+2.0.wav
8,66-05,+2.0,NWM077,NWM077_66-05_+2.0.wav
8,22-06,+2.0,NWM002,NWM002_22-06_+2.0.wav
8,63-05,+2.0,NWF139,NWF139_63-05_+2.0.wav
8,22-07,-3.0,NWM004,NWM004_22-07_-3.0.wav
8,24-02,+2.0,NWF135,NWF135_24-02_+2.0.wav
8,39-01,+2.0,NWM079,NWM079_39-01_+2.0.wav
8,24-09,-2.0,NWF137,NWF137_24-09_-2.0.wav
8,27-06,-3.0,NWF144,NWF144_27-06_-3.0.wav
8,16-01,+1.0,NWF143,NWF143_16-01_+1.0.wav
8,07-09,+0.0,NWM086,NWM086_07-09_+0.0.wav
